INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"2014-064A","40277","PAYLOAD","EXPRESS AM-6","CIS","2014-10-21","TTMTR","","1436.11","0.02","35791","35782","","","0","LARGE","6765","2014","64","A","Y","EXPRESS AM-6","2014-064A","40277"
"2014-078A","40332","PAYLOAD","GSAT 16","IND","2014-12-06","FRGUI","","1436.10","0.05","35800","35773","","","0","LARGE","6765","2014","78","A","Y","GSAT 16","2014-078A","40332"
"2014-078B","40333","PAYLOAD","DIRECTV 14","US","2014-12-06","FRGUI","","1436.09","0.02","35789","35784","","","0","LARGE","6765","2014","78","B","Y","DIRECTV 14","2014-078B","40333"
"2014-082A","40345","PAYLOAD","YAMAL 401","CIS","2014-12-15","TTMTR","","1436.13","0.00","35789","35785","","","0","LARGE","6764","2014","82","A","Y","YAMAL 401","2014-082A","40345"
"2014-089A","40364","PAYLOAD","ASTRA 2G","SES","2014-12-27","TTMTR","","1436.11","0.04","35792","35781","","","0","SMALL","6765","2014","89","A","Y","ASTRA 2G","2014-089A","40364"
"2014-090A","40367","PAYLOAD","FENGYUN 2G","PRC","2014-12-31","XSC","","1436.21","0.80","35804","35774","","","0","LARGE","6765","2014","90","A","Y","FENGYUN 2G","2014-090A","40367"
"2014-090C","40369","ROCKET BODY","FENGYUN 2G AKM","PRC","2014-12-31","XSC","","1445.90","0.76","36156","35800","","","0","SMALL","6765","2014","90","C","Y","FENGYUN 2G AKM","2014-090C","40369"
"2015-005A","40384","PAYLOAD","INMARSAT 5-F2","IM","2015-02-01","TTMTR","","1436.14","0.02","35790","35785","","","0","LARGE","6765","2015","5","A","Y","INMARSAT 5-F2","2015-005A","40384"
"2015-010A","40424","PAYLOAD","ABS 3A","PRC","2015-03-02","AFETR","","1436.11","0.02","35794","35779","","","0","LARGE","6765","2015","10","A","Y","ABS 3A","2015-010A","40424"
"2015-010B","40425","PAYLOAD","EUTE 115 WEST B(SATMEX 7","EUTE","2015-03-02","AFETR","","1436.09","0.01","35787","35786","","","0","LARGE","6765","2015","10","B","Y","EUTE 115 WEST B(SATMEX 7","2015-010B","40425"
"2015-012A","40505","PAYLOAD","EXPRESS AM-7","CIS","2015-03-18","TTMTR","","1436.06","0.01","35797","35775","","","0","LARGE","6765","2015","12","A","Y","EXPRESS AM-7","2015-012A","40505"
"2015-018A","40547","PAYLOAD","IRNSS 1D","IND","2015-03-28","SRI","","1436.16","28.82","35867","35708","","","0","MEDIUM","6765","2015","18","A","Y","IRNSS 1D","2015-018A","40547"
"2015-019A","40549","PAYLOAD","BD-17","PRC","2015-03-30","XSC","","1435.76","53.82","35946","35614","","","0","LARGE","6765","2015","19","A","Y","BD-17","2015-019A","40549"
"2015-022A","40613","PAYLOAD","THOR 7","NOR","2015-04-26","FRGUI","","1436.11","0.01","35797","35777","","","0","LARGE","6764","2015","22","A","Y","THOR 7","2015-022A","40613"
"2015-023A","40617","PAYLOAD","TURKMENALEM 52E/MONACOSA","TMMC","2015-04-27","AFETR","","1436.07","0.01","35794","35778","","","0","LARGE","6765","2015","23","A","Y","TURKMENALEM 52E/MONACOSA","2015-023A","40617"
"2015-026A","40663","PAYLOAD","DIRECTV 15","US","2015-05-27","FRGUI","","1436.13","0.02","35789","35786","","","0","LARGE","6765","2015","26","A","Y","DIRECTV 15","2015-026A","40663"
"2015-026B","40664","PAYLOAD","SKY MEXICO-1","MEX","2015-05-27","FRGUI","","1436.08","0.04","35795","35778","","","0","LARGE","6765","2015","26","B","Y","SKY MEXICO-1","2015-026B","40664"
"2015-034A","40732","PAYLOAD","METEOSAT 11 (MSG 4)","EUME","2015-07-15","FRGUI","","1436.08","1.07","35791","35782","","","0","LARGE","6763","2015","34","A","Y","METEOSAT 11 (MSG 4)","2015-034A","40732"
"2015-034B","40733","PAYLOAD","STARONE C4","BRAZ","2015-07-15","FRGUI","","1436.09","0.04","35795","35778","","","0","LARGE","6764","2015","34","B","Y","STARONE C4","2015-034B","40733"
"2015-039A","40874","PAYLOAD","INTELSAT 34","ITSO","2015-08-20","FRGUI","","1436.10","0.06","35799","35774","","","0","LARGE","6765","2015","39","A","Y","INTELSAT 34","2015-039A","40874"
"2015-039B","40875","PAYLOAD","EUTE 8 WEST B","EUTE","2015-08-20","FRGUI","","1436.09","0.07","35799","35774","","","0","LARGE","6765","2015","39","B","Y","EUTE 8 WEST B","2015-039B","40875"
"2015-041A","40880","PAYLOAD","GSAT 6","IND","2015-08-27","SRI","","1436.10","0.11","35830","35743","","","0","LARGE","6765","2015","41","A","Y","GSAT 6","2015-041A","40880"
"2015-042A","40882","PAYLOAD","INMARSAT 5-F3","IM","2015-08-28","TTMTR","","1436.11","0.02","35788","35786","","","0","LARGE","6764","2015","42","A","Y","INMARSAT 5-F3","2015-042A","40882"
"2015-046A","40892","PAYLOAD","TJS-1","PRC","2015-09-12","XSC","","1436.10","0.03","35820","35754","","","0","LARGE","6763","2015","46","A","Y","TJS-1","2015-046A","40892"
"2015-048A","40895","PAYLOAD","EXPRESS AM-8","CIS","2015-09-14","TTMTR","","1436.11","0.01","35789","35784","","","0","LARGE","6765","2015","48","A","Y","EXPRESS AM-8","2015-048A","40895"
"1985-102G","40924","DEBRIS","COSMOS 1700 DEB","CIS","1985-10-25","TTMTR","","1436.07","13.92","35875","35697","","","0","SMALL","6765","1985","102","G","Y","COSMOS 1700 DEB","1985-102G","40924"
"2015-053A","40938","PAYLOAD","BD-20","PRC","2015-09-29","XSC","","1436.15","53.45","35985","35590","","","0","LARGE","6764","2015","53","A","Y","BD-20","2015-053A","40938"
"2015-054A","40940","PAYLOAD","SKY MUSTER","AUS","2015-09-30","FRGUI","","1436.15","0.02","35795","35781","","","0","LARGE","6765","2015","54","A","Y","SKY MUSTER","2015-054A","40940"
"2015-054B","40941","PAYLOAD","ARSAT 2","ARGN","2015-09-30","FRGUI","","1436.12","0.02","35793","35781","","","0","LARGE","6764","2015","54","B","Y","ARSAT 2","2015-054B","40941"
"2015-056A","40946","PAYLOAD","MORELOS 3","MEX","2015-10-02","AFETR","","1436.10","5.69","35794","35779","","","0","LARGE","6764","2015","56","A","Y","MORELOS 3","2015-056A","40946"
"2015-059A","40982","PAYLOAD","APSTAR 9","PRC","2015-10-16","XSC","","1436.14","0.04","35796","35779","","","0","LARGE","6765","2015","59","A","Y","APSTAR 9","2015-059A","40982"
"2015-060A","40984","PAYLOAD","TURKSAT 4B","TURK","2015-10-16","TTMTR","","1436.14","0.02","35796","35779","","","0","","6764","2015","60","A","Y","TURKSAT 4B","2015-060A","40984"
"2008-066D","40987","DEBRIS","FENGYUN 2E DEB","PRC","2008-12-23","XSC","","1434.64","4.83","36271","35245","","","0","SMALL","6765","2008","66","D","Y","FENGYUN 2E DEB","2008-066D","40987"
"2015-063A","41021","PAYLOAD","CHINASAT 2C","PRC","2015-11-03","XSC","","1436.16","0.06","35804","35771","","","0","LARGE","6765","2015","63","A","Y","CHINASAT 2C","2015-063A","41021"
"2015-065A","41028","PAYLOAD","GSAT 15","IND","2015-11-10","FRGUI","","1436.13","0.03","35798","35776","","","0","LARGE","6765","2015","65","A","Y","GSAT 15","2015-065A","41028"
"2015-065B","41029","PAYLOAD","BADR 7","AB","2015-11-10","FRGUI","","1436.10","0.05","35811","35762","","","0","LARGE","6765","2015","65","B","Y","BADR 7","2015-065B","41029"
"2015-067A","41034","PAYLOAD","LAOSAT 1","LAOS","2015-11-20","XSC","","1436.15","0.01","35798","35777","","","0","LARGE","6765","2015","67","A","Y","LAOSAT 1","2015-067A","41034"
"2015-068A","41036","PAYLOAD","TELSTAR 12V","CA","2015-11-24","TNSTA","","1436.09","0.02","35794","35779","","","0","LARGE","6764","2015","68","A","Y","TELSTAR 12V","2015-068A","41036"
"2015-073A","41103","PAYLOAD","CHINASAT 1C","PRC","2015-12-09","XSC","","1436.10","0.33","35805","35768","","","0","LARGE","6765","2015","73","A","Y","CHINASAT 1C","2015-073A","41103"
"2015-074A","41105","PAYLOAD","ELEKTRO-L 2","CIS","2015-12-11","TTMTR","","1436.12","0.06","35792","35782","","","0","SMALL","6764","2015","74","A","Y","ELEKTRO-L 2","2015-074A","41105"
"2015-075A","41121","PAYLOAD","COSMOS 2513","CIS","2015-12-13","TTMTR","","1436.09","0.07","35806","35767","","","0","LARGE","6759","2015","75","A","Y","COSMOS 2513","2015-075A","41121"
"2015-082A","41191","PAYLOAD","EXPRESS AMU1","CIS","2015-12-24","TTMTR","","1436.10","0.00","35798","35776","","","0","LARGE","6764","2015","82","A","Y","EXPRESS AMU1","2015-082A","41191"
"2015-083A","41194","PAYLOAD","GAOFEN 4","PRC","2015-12-28","XSC","","1436.16","0.02","35809","35766","","","0","LARGE","6765","2015","83","A","Y","GAOFEN 4","2015-083A","41194"
"2016-001A","41238","PAYLOAD","BELINTERSAT 1","BELA","2016-01-15","XSC","","1436.13","0.04","35794","35780","","","0","LARGE","6765","2016","1","A","Y","BELINTERSAT 1","2016-001A","41238"
"2016-003A","41241","PAYLOAD","IRNSS-1E","IND","2016-01-20","SRI","","1436.02","28.91","35875","35695","","","0","LARGE","6765","2016","3","A","Y","IRNSS-1E","2016-003A","41241"
"2016-004A","41308","PAYLOAD","INTELSAT 29E","ITSO","2016-01-27","FRGUI","","1436.08","0.02","35792","35781","","","0","LARGE","6765","2016","4","A","Y","INTELSAT 29E","2016-004A","41308"
"2016-005A","41310","PAYLOAD","EUTE 9B","EUTE","2016-01-29","TTMTR","","1436.11","0.04","35809","35764","","","0","LARGE","6765","2016","5","A","Y","EUTE 9B","2016-005A","41310"
"2016-013A","41380","PAYLOAD","SES 9","SES","2016-03-04","AFETR","","1436.11","0.03","35788","35785","","","0","LARGE","6765","2016","13","A","Y","SES 9","2016-013A","41380"
"2016-014A","41382","PAYLOAD","EUTE 65W","EUTE","2016-03-09","FRGUI","","1436.08","0.08","35794","35779","","","0","LARGE","6765","2016","14","A","Y","EUTE 65W","2016-014A","41382"
"2016-015A","41384","PAYLOAD","IRNSS 1F","IND","2016-03-10","SRI","","1436.09","3.08","35863","35710","","","0","SMALL","6765","2016","15","A","Y","IRNSS 1F","2016-015A","41384"
"2016-021A","41434","PAYLOAD","BEIDOU IGSO-6","PRC","2016-03-29","XSC","","1435.84","56.27","35933","35630","","","0","LARGE","6764","2016","21","A","Y","BEIDOU IGSO-6","2016-021A","41434"
"2016-027A","41469","PAYLOAD","IRNSS 1G","IND","2016-04-28","SRI","","1435.99","3.14","35796","35773","","","0","LARGE","6765","2016","27","A","Y","IRNSS 1G","2016-027A","41469"
"2016-028A","41471","PAYLOAD","JCSAT 2B","JPN","2016-05-06","AFETR","","1436.13","0.02","35794","35780","","","0","LARGE","6765","2016","28","A","Y","JCSAT 2B","2016-028A","41471"
"2016-031A","41552","PAYLOAD","THAICOM 8","THAI","2016-05-27","AFETR","","1436.10","0.06","35795","35778","","","0","LARGE","6765","2016","31","A","Y","THAICOM 8","2016-031A","41552"
"2016-035A","41581","PAYLOAD","INTELSAT 31","ITSO","2016-06-09","TTMTR","","1436.10","0.02","35798","35775","","","0","LARGE","6762","2016","35","A","Y","INTELSAT 31","2016-035A","41581"
"2016-037A","41586","PAYLOAD","BD-2-G7","PRC","2016-06-12","XSC","","1436.18","0.74","35825","35751","","","0","LARGE","6765","2016","37","A","Y","BD-2-G7","2016-037A","41586"
"2016-038A","41588","PAYLOAD","ABS 2A","BERM","2016-06-15","AFETR","","1436.13","0.02","35792","35783","","","0","LARGE","6765","2016","38","A","Y","ABS 2A","2016-038A","41588"
"2016-038B","41589","PAYLOAD","EUTELSAT 117W B","EUTE","2016-06-15","AFETR","","1436.07","0.01","35787","35785","","","0","LARGE","6765","2016","38","B","Y","EUTELSAT 117W B","2016-038B","41589"
"2016-039A","41591","PAYLOAD","BRISAT","INDO","2016-06-18","FRGUI","","1436.13","0.02","35796","35779","","","0","LARGE","6765","2016","39","A","Y","BRISAT","2016-039A","41591"
"2016-039B","41592","PAYLOAD","ECHOSTAR 18","US","2016-06-18","FRGUI","","1436.12","0.02","35793","35782","","","0","LARGE","6765","2016","39","B","Y","ECHOSTAR 18","2016-039B","41592"
"2016-048A","41725","PAYLOAD","TIANTONG-1 1","PRC","2016-08-05","XSC","","1436.14","3.81","35812","35763","","","0","LARGE","6765","2016","48","A","Y","TIANTONG-1 1","2016-048A","41725"
"2016-050A","41729","PAYLOAD","JCSAT 16","JPN","2016-08-14","AFETR","","1436.12","0.05","35791","35782","","","0","LARGE","6765","2016","50","A","Y","JCSAT 16","2016-050A","41729"
"2016-053A","41747","PAYLOAD","INTELSAT 36","ITSO","2016-08-24","FRGUI","","1436.10","0.01","35793","35781","","","0","LARGE","6765","2016","53","A","Y","INTELSAT 36","2016-053A","41747"
"2016-053B","41748","PAYLOAD","INTELSAT 33E","ITSO","2016-08-24","FRGUI","","1436.10","0.02","35795","35778","","","0","LARGE","6765","2016","53","B","Y","INTELSAT 33E","2016-053B","41748"
"2016-054A","41752","PAYLOAD","INSAT 3DR","IND","2016-09-08","SRI","","1436.10","0.12","35842","35731","","","0","LARGE","6765","2016","54","A","Y","INSAT 3DR","2016-054A","41752"
"2016-060A","41793","PAYLOAD","GSAT 18","IND","2016-10-05","FRGUI","","1436.12","0.02","35794","35780","","","0","SMALL","6763","2016","60","A","Y","GSAT 18","2016-060A","41793"
"2016-060B","41794","PAYLOAD","SKY MUSTER 2","AUS","2016-10-05","FRGUI","","1436.10","0.01","35793","35781","","","0","SMALL","6765","2016","60","B","Y","SKY MUSTER 2","2016-060B","41794"
"2016-064A","41836","PAYLOAD","HIMAWARI 9","JPN","2016-11-02","TNSTA","","1436.09","0.05","35789","35784","","","0","LARGE","6765","2016","64","A","Y","HIMAWARI 9","2016-064A","41836"
"2016-065A","41838","PAYLOAD","SJ-17","PRC","2016-11-03","WSC","","1436.17","0.32","35793","35783","","","0","LARGE","6765","2016","65","A","Y","SJ-17","2016-065A","41838"
"2016-071A","41866","PAYLOAD","GOES 16","US","2016-11-19","AFETR","","1436.09","0.03","35787","35786","","","0","LARGE","6765","2016","71","A","Y","GOES 16","2016-071A","41866"
"2016-072A","41869","PAYLOAD","TIANLIAN 1-04","PRC","2016-11-22","XSC","","1436.11","1.51","35826","35748","","","0","LARGE","6765","2016","72","A","Y","TIANLIAN 1-04","2016-072A","41869"
"2016-077A","41882","PAYLOAD","FENGYUN 4A","PRC","2016-12-10","XSC","","1436.18","0.09","35801","35776","","","0","LARGE","6765","2016","77","A","Y","FENGYUN 4A","2016-077A","41882"
"2016-079A","41893","PAYLOAD","ECHOSTAR 19","US","2016-12-18","AFETR","","1436.13","0.02","35793","35782","","","0","LARGE","6764","2016","79","A","Y","ECHOSTAR 19","2016-079A","41893"
"2016-082A","41903","PAYLOAD","JCSAT 15","JPN","2016-12-21","FRGUI","","1436.12","0.01","35793","35781","","","0","LARGE","6765","2016","82","A","Y","JCSAT 15","2016-082A","41903"
"2016-082B","41904","PAYLOAD","STARONE D1","BRAZ","2016-12-21","FRGUI","","1436.09","0.03","35799","35774","","","0","SMALL","6765","2016","82","B","Y","STARONE D1","2016-082B","41904"
"2017-001A","41911","PAYLOAD","TJS-2","PRC","2017-01-05","XSC","","1436.06","0.49","35800","35771","","","0","LARGE","6765","2017","1","A","Y","TJS-2","2017-001A","41911"
"2017-006A","41942","PAYLOAD","HISPASAT 36W-1","SPN","2017-01-28","FRGUI","","1436.12","0.01","35792","35782","","","0","LARGE","6765","2017","6","A","Y","HISPASAT 36W-1","2017-006A","41942"
"2017-007A","41944","PAYLOAD","TELKOM 3S","INDO","2017-02-14","FRGUI","","1436.13","0.02","35796","35778","","","0","LARGE","6764","2017","7","A","Y","TELKOM 3S","2017-007A","41944"
"2017-007B","41945","PAYLOAD","INTELSAT 32E","ITSO","2017-02-14","FRGUI","","1436.15","0.02","35789","35786","","","0","LARGE","6765","2017","7","B","Y","INTELSAT 32E","2017-007B","41945"
"2017-014A","42070","PAYLOAD","ECHOSTAR 23","US","2017-03-16","AFETR","","1436.13","0.02","35796","35779","","","0","LARGE","6763","2017","14","A","Y","ECHOSTAR 23","2017-014A","42070"
"2017-017A","42432","PAYLOAD","SES 10","SES","2017-03-30","AFETR","","1436.10","0.01","35797","35776","","","0","LARGE","6764","2017","17","A","Y","SES 10","2017-017A","42432"
"2017-018A","42662","PAYLOAD","CHINASAT 16","PRC","2017-04-12","XSC","","1436.14","0.08","35819","35756","","","0","LARGE","6764","2017","18","A","Y","CHINASAT 16","2017-018A","42662"
"2017-023A","42691","PAYLOAD","KOREASAT 7","SKOR","2017-05-04","FRGUI","","1436.10","0.04","35793","35780","","","0","LARGE","6764","2017","23","A","Y","KOREASAT 7","2017-023A","42691"
"2017-023B","42692","PAYLOAD","SGDC","BRAZ","2017-05-04","FRGUI","","1436.09","0.04","35796","35777","","","0","LARGE","6764","2017","23","B","Y","SGDC","2017-023B","42692"
"2017-024A","42695","PAYLOAD","GSAT 9","IND","2017-05-05","SRI","","1436.09","0.09","35793","35780","","","0","LARGE","6764","2017","24","A","Y","GSAT 9","2017-024A","42695"
"2017-026A","42709","PAYLOAD","SES 15","SES","2017-05-18","FRGUI","","1436.13","0.02","35790","35784","","","0","LARGE","6764","2017","26","A","Y","SES 15","2017-026A","42709"
"2017-028A","42738","PAYLOAD","QZS-2","JPN","2017-06-01","TNSTA","","1435.81","43.93","38970","32592","","","0","SMALL","6764","2017","28","A","Y","QZS-2","2017-028A","42738"
"2017-029A","42740","PAYLOAD","VIASAT 2","US","2017-06-01","FRGUI","","1436.13","0.02","35788","35787","","","0","LARGE","6765","2017","29","A","Y","VIASAT 2","2017-029A","42740"
"2017-029B","42741","PAYLOAD","EUTELSAT 172B","EUTE","2017-06-01","FRGUI","","1436.10","0.02","35807","35767","","","0","LARGE","6765","2017","29","B","Y","EUTELSAT 172B","2017-029B","42741"
"2017-031A","42747","PAYLOAD","GSAT 19","IND","2017-06-05","SRI","","1436.09","0.05","35789","35783","","","0","LARGE","6765","2017","31","A","Y","GSAT 19","2017-031A","42747"
"2017-032A","42749","PAYLOAD","ECHOSTAR 21","US","2017-06-08","TTMTR","","1436.09","6.58","35795","35778","","","0","SMALL","6765","2017","32","A","Y","ECHOSTAR 21","2017-032A","42749"
"2017-035A","42763","PAYLOAD","CHINASAT 9A","PRC","2017-06-18","XSC","","1436.05","0.01","35791","35780","","","0","SMALL","6765","2017","35","A","Y","CHINASAT 9A","2017-035A","42763"
"2017-038A","42801","PAYLOAD","BULGARIASAT-1","BGR","2017-06-23","AFETR","","1436.10","0.01","35798","35775","","","0","LARGE","6765","2017","38","A","Y","BULGARIASAT-1","2017-038A","42801"
"2017-040A","42814","PAYLOAD","HELLAS-SAT 3","ESA","2017-06-28","FRGUI","","1436.06","0.06","35796","35776","","","0","LARGE","6765","2017","40","A","Y","HELLAS-SAT 3","2017-040A","42814"
"2017-040B","42815","PAYLOAD","GSAT 17","IND","2017-06-28","FRGUI","","1436.12","0.01","35813","35761","","","0","LARGE","6765","2017","40","B","Y","GSAT 17","2017-040B","42815"
"2017-041A","42818","PAYLOAD","INTELSAT 35E","ITSO","2017-07-05","AFETR","","1436.13","0.03","35792","35783","","","0","LARGE","6765","2017","41","A","Y","INTELSAT 35E","2017-041A","42818"
"2017-046A","42907","PAYLOAD","COSMOS 2520","CIS","2017-08-16","TTMTR","","1436.09","0.02","35797","35776","","","0","SMALL","6765","2017","46","A","Y","COSMOS 2520","2017-046A","42907"
"2017-047A","42915","PAYLOAD","TDRS 13","US","2017-08-18","AFETR","","1436.10","6.41","35902","35672","","","0","LARGE","6764","2017","47","A","Y","TDRS 13","2017-047A","42915"
"2017-048A","42917","PAYLOAD","QZS-3","JPN","2017-08-19","TNSTA","","1436.15","0.08","35796","35780","","","0","LARGE","6764","2017","48","A","Y","QZS-3","2017-048A","42917"
"2017-053A","42934","PAYLOAD","AMAZONAS 5","SPN","2017-09-11","TTMTR","","1436.14","0.03","35803","35772","","","0","LARGE","6765","2017","53","A","Y","AMAZONAS 5","2017-053A","42934"
"2017-057A","42942","PAYLOAD","ASIASAT 9","AC","2017-09-28","TTMTR","","1436.15","0.01","35798","35777","","","0","","6765","2017","57","A","Y","ASIASAT 9","2017-057A","42942"
"2017-059A","42950","PAYLOAD","INTELSAT 37E","ITSO","2017-09-29","FRGUI","","1436.11","0.02","35799","35775","","","0","LARGE","6765","2017","59","A","Y","INTELSAT 37E","2017-059A","42950"
"2017-059B","42951","PAYLOAD","BSAT-4A","JPN","2017-09-29","FRGUI","","1436.09","0.06","35793","35780","","","0","LARGE","6765","2017","59","B","Y","BSAT-4A","2017-059B","42951"
"2017-062A","42965","PAYLOAD","QZS-4","JPN","2017-10-09","TNSTA","","1436.31","40.68","38962","32620","","","0","LARGE","6765","2017","62","A","Y","QZS-4","2017-062A","42965"
"2017-063A","42967","PAYLOAD","ECHOSTAR 105/SES 11","SES","2017-10-11","AFETR","","1436.10","0.04","35797","35776","","","0","","6765","2017","63","A","Y","ECHOSTAR 105/SES 11","2017-063A","42967"
"2017-067A","42984","PAYLOAD","KOREASAT 5A","SKOR","2017-10-30","AFETR","","1436.10","0.03","35792","35781","","","0","","6765","2017","67","A","Y","KOREASAT 5A","2017-067A","42984"
"2017-078A","43039","PAYLOAD","ALCOMSAT 1","ALG","2017-12-10","XSC","","1436.12","0.01","35797","35777","","","0","LARGE","6765","2017","78","A","Y","ALCOMSAT 1","2017-078A","43039"
"2017-086A","43087","PAYLOAD","ANGOSAT 1","AGO","2017-12-26","TTMTR","","1449.01","0.81","36113","35965","","","0","","6765","2017","86","A","Y","ANGOSAT 1","2017-086A","43087"
"2018-012A","43174","PAYLOAD","AL YAH 3","UAE","2018-01-25","FRGUI","","1436.11","0.02","35794","35779","","","0","","6765","2018","12","A","Y","AL YAH 3","2018-012A","43174"
"2018-012B","43175","PAYLOAD","SES 14","SES","2018-01-25","FRGUI","","1436.11","0.01","35790","35783","","","0","LARGE","6765","2018","12","B","Y","SES 14","2018-012B","43175"
"2018-022A","43226","PAYLOAD","GOES S","US","2018-03-01","AFETR","","1436.08","0.05","35799","35773","","","0","LARGE","6765","2018","22","A","Y","GOES S","2018-022A","43226"
"2018-023A","43228","PAYLOAD","HISPASAT 30W-6","SPN","2018-03-06","AFETR","","1436.11","0.04","35799","35774","","","0","","6765","2018","23","A","Y","HISPASAT 30W-6","2018-023A","43228"
"2018-033A","43271","PAYLOAD","SUPERBIRD 8","JPN","2018-04-05","FRGUI","","1436.09","0.04","35791","35782","","","0","LARGE","6765","2018","33","A","Y","SUPERBIRD 8","2018-033A","43271"
"2018-033B","43272","PAYLOAD","HYLAS 4","UK","2018-04-05","FRGUI","","1436.12","0.07","35801","35773","","","0","LARGE","6765","2018","33","B","Y","HYLAS 4","2018-033B","43272"
"2018-035A","43286","PAYLOAD","IRNSS 1I","IND","2018-04-11","SRI","","1436.06","28.92","35875","35697","","","0","LARGE","6765","2018","35","A","Y","IRNSS 1I","2018-035A","43286"
"1988-051G","43333","ROCKET BODY","METEOSAT 3 AKM","ESA","1988-06-15","FRGUI","","1446.71","15.00","36216","35772","","","0","MEDIUM","6764","1988","51","G","Y","METEOSAT 3 AKM","1988-051G","43333"
"1997-029D","43355","DEBRIS","FENGYUN 2A DEB","PRC","1997-06-10","XSC","","1435.82","14.44","36361","35201","","","0","SMALL","6744","1997","29","D","Y","FENGYUN 2A DEB","1997-029D","43355"
"2012-002D","43396","DEBRIS","FENGYUN 2F DEB","PRC","2012-01-13","XSC","","1434.98","2.82","36425","35105","","","0","SMALL","6765","2012","2","D","Y","FENGYUN 2F DEB","2012-002D","43396"
"2018-037A","43432","PAYLOAD","COSMOS 2526","CIS","2018-04-18","TTMTR","","1436.15","0.05","35792","35783","","","0","LARGE","6762","2018","37","A","Y","COSMOS 2526","2018-037A","43432"
"2018-041A","43450","PAYLOAD","APSTAR 6C","PRC","2018-05-03","XSC","","1436.10","0.03","35790","35783","","","0","LARGE","6765","2018","41","A","Y","APSTAR 6C","2018-041A","43450"
"2018-044A","43463","PAYLOAD","BANGABANDHUSAT-1","BGD","2018-05-11","AFETR","","1436.11","0.02","35794","35780","","","0","","6765","2018","44","A","Y","BANGABANDHUSAT-1","2018-044A","43463"
"2018-049A","43488","PAYLOAD","SES-12","SES","2018-06-04","AFETR","","1440.05","0.64","39507","32221","","","0","LARGE","6765","2018","49","A","Y","SES-12","2018-049A","43488"
"2018-050A","43491","PAYLOAD","FENGYUN 2H","PRC","2018-06-05","XSC","","1436.09","1.95","35801","35772","","","0","","6765","2018","50","A","Y","FENGYUN 2H","2018-050A","43491"
"2018-050C","43497","ROCKET BODY","FENGYUN 2H AKM","PRC","2018-06-05","XSC","","1438.78","2.01","36203","35476","","","0","","6765","2018","50","C","Y","FENGYUN 2H AKM","2018-050C","43497"
"2018-057A","43539","PAYLOAD","BEIDOU IGSO-7","PRC","2018-07-09","XSC","","1435.86","55.03","35873","35691","","","0","","6765","2018","57","A","Y","BEIDOU IGSO-7","2018-057A","43539"
"2018-059A","43562","PAYLOAD","TELSTAR 19V","CA","2018-07-22","AFETR","","1436.14","0.01","35797","35777","","","0","LARGE","6765","2018","59","A","Y","TELSTAR 19V","2018-059A","43562"
"2018-064A","43587","PAYLOAD","TELKOM-4","INDO","2018-08-07","AFETR","","1436.10","0.04","35791","35782","","","0","LARGE","6765","2018","64","A","Y","TELKOM-4","2018-064A","43587"
"2018-069A","43611","PAYLOAD","TELSTAR 18V","CA","2018-09-10","AFETR","","1436.10","0.04","35795","35778","","","0","LARGE","6765","2018","69","A","Y","TELSTAR 18V","2018-069A","43611"
"2018-074B","43633","PAYLOAD","HORIZONS 3E","ITSO","2018-09-25","FRGUI","","1436.10","0.04","35790","35784","","","0","","6765","2018","74","B","Y","HORIZONS 3E","2018-074B","43633"
"2018-050D","43645","DEBRIS","FENGYUN 2H DEB","PRC","2018-06-05","XSC","","1436.63","1.95","35917","35677","","","0","","6764","2018","50","D","Y","FENGYUN 2H DEB","2018-050D","43645"
"2014-090D","43646","DEBRIS","FENGYUN 2G DEB","PRC","2014-12-31","XSC","","1435.36","0.79","36297","35247","","","0","SMALL","6765","2014","90","D","Y","FENGYUN 2G DEB","2014-090D","43646"
"2018-085A","43683","PAYLOAD","BEIDOU 3G1","PRC","2018-11-01","XSC","","1436.11","3.02","35798","35776","","","0","LARGE","6765","2018","85","A","Y","BEIDOU 3G1","2018-085A","43683"
"2018-089A","43698","PAYLOAD","GSAT 29","IND","2018-11-14","SRI","","1436.11","0.04","35799","35775","","","0","","6764","2018","89","A","Y","GSAT 29","2018-089A","43698"
"2018-090A","43700","PAYLOAD","ES'HAIL 2","TBD","2018-11-15","AFETR","","1436.04","0.08","35790","35781","","","0","","6765","2018","90","A","Y","ES'HAIL 2","2018-090A","43700"
