INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1984-101A","15308","PAYLOAD","GALAXY 3","US","1984-09-21","AFETR","","1442.29","15.26","35952","35864","","","0","LARGE","6765","1984","101","A","Y","GALAXY 3","1984-101A","15308"
"1984-114A","15385","PAYLOAD","SPACENET 2","US","1984-11-10","FRGUI","","1443.59","14.92","35973","35893","","","0","LARGE","6765","1984","114","A","Y","SPACENET 2","1984-114A","15385"
"1985-007A","15484","PAYLOAD","GORIZONT 11","CIS","1985-01-18","TTMTR","","1436.00","13.68","35797","35772","","","0","LARGE","6765","1985","7","A","Y","GORIZONT 11","1985-007A","15484"
"1985-015A","15560","PAYLOAD","ARABSAT 1A","AB","1985-02-08","FRGUI","","1433.64","14.72","35773","35704","","","0","LARGE","6765","1985","15","A","Y","ARABSAT 1A","1985-015A","15560"
"1985-015B","15561","PAYLOAD","BRAZILSAT 1","BRAZ","1985-02-08","FRGUI","","1446.47","15.31","36027","35952","","","0","LARGE","6765","1985","15","B","Y","BRAZILSAT 1","1985-015B","15561"
"1985-016A","15574","PAYLOAD","COSMOS 1629","CIS","1985-02-21","TTMTR","","1434.60","13.73","35774","35741","","","0","LARGE","6763","1985","16","A","Y","COSMOS 1629","1985-016A","15574"
"1985-016F","15581","ROCKET BODY","SL-12 R/B(2)","CIS","1985-02-21","TTMTR","","1448.69","14.13","36127","35938","","","0","LARGE","6765","1985","16","F","Y","SL-12 R/B(2)","1985-016F","15581"
"1985-028B","15642","PAYLOAD","NAHUEL I1 (ANIK C1)","ARGN","1985-04-12","AFETR","","1444.95","15.00","36004","35915","","","0","LARGE","6764","1985","28","B","Y","NAHUEL I1 (ANIK C1)","1985-028B","15642"
"1985-035A","15677","PAYLOAD","GSTAR 1","US","1985-05-08","FRGUI","","1436.08","15.00","35811","35762","","","0","LARGE","6765","1985","35","A","Y","GSTAR 1","1985-035A","15677"
"1985-035B","15678","PAYLOAD","TELECOM 1B","FR","1985-05-08","FRGUI","","1437.04","14.14","35829","35781","","","0","LARGE","6765","1985","35","B","Y","TELECOM 1B","1985-035B","15678"
"1985-048B","15824","PAYLOAD","MORELOS 1","MEX","1985-06-17","AFETR","","1447.65","15.40","36029","35996","","","0","LARGE","6764","1985","48","B","Y","MORELOS 1","1985-048B","15824"
"1985-048C","15825","PAYLOAD","ARABSAT 1B","AB","1985-06-17","AFETR","","1434.49","14.91","35841","35669","","","0","LARGE","6763","1985","48","C","Y","ARABSAT 1B","1985-048C","15825"
"1985-048D","15826","PAYLOAD","TELSTAR 303","US","1985-06-17","AFETR","","1441.69","15.20","35916","35876","","","0","LARGE","6763","1985","48","D","Y","TELSTAR 303","1985-048D","15826"
"1985-055A","15873","PAYLOAD","INTELSAT 511","ITSO","1985-06-30","AFETR","","1438.93","15.16","35894","35790","","","0","LARGE","6763","1985","55","A","Y","INTELSAT 511","1985-055A","15873"
"1985-070A","15946","PAYLOAD","RADUGA 16","CIS","1985-08-08","TTMTR","","1435.87","13.81","35800","35764","","","0","LARGE","6765","1985","70","A","Y","RADUGA 16","1985-070A","15946"
"1985-076B","15993","PAYLOAD","OPTUS A1 (AUSSAT 1)","AUS","1985-08-27","AFETR","","1443.32","15.26","35961","35895","","","0","MEDIUM","6761","1985","76","B","Y","OPTUS A1 (AUSSAT 1)","1985-076B","15993"
"1985-076C","15994","PAYLOAD","ASC 1","US","1985-08-27","AFETR","","1435.69","15.17","35816","35741","","","0","LARGE","6765","1985","76","C","Y","ASC 1","1985-076C","15994"
"1985-102A","16199","PAYLOAD","COSMOS 1700","CIS","1985-10-25","TTMTR","","1436.72","13.93","35809","35789","","","0","LARGE","6760","1985","102","A","Y","COSMOS 1700","1985-102A","16199"
"1985-107A","16250","PAYLOAD","RADUGA 17","CIS","1985-11-15","TTMTR","","1437.53","13.88","35848","35782","","","0","LARGE","6765","1985","107","A","Y","RADUGA 17","1985-107A","16250"
"1985-109B","16274","PAYLOAD","MORELOS 2","MEX","1985-11-27","AFETR","","1446.38","14.43","35997","35978","","","0","LARGE","6763","1985","109","B","Y","MORELOS 2","1985-109B","16274"
"1985-109C","16275","PAYLOAD","OPTUS A2 (AUSSAT 2)","AUS","1985-11-27","AFETR","","1440.92","15.17","35915","35847","","","0","MEDIUM","6764","1985","109","C","Y","OPTUS A2 (AUSSAT 2)","1985-109C","16275"
"1985-109D","16276","PAYLOAD","SATCOM K2","US","1985-11-27","AFETR","","1445.62","14.93","36028","35917","","","0","LARGE","6765","1985","109","D","Y","SATCOM K2","1985-109D","16276"
"1986-003B","16482","PAYLOAD","SATCOM K1","US","1986-01-12","AFETR","","1446.42","15.07","36010","35967","","","0","LARGE","6765","1986","3","B","Y","SATCOM K1","1986-003B","16482"
"1986-010A","16526","PAYLOAD","STTW-1","PRC","1986-02-01","XSC","","1435.23","14.35","35787","35752","","","0","LARGE","6762","1986","10","A","Y","STTW-1","1986-010A","16526"
"1986-026A","16649","PAYLOAD","GSTAR 2","US","1986-03-28","FRGUI","","1442.93","15.26","35953","35888","","","0","LARGE","6765","1986","26","A","Y","GSTAR 2","1986-026A","16649"
"1986-026B","16650","PAYLOAD","BRAZILSAT 2","BRAZ","1986-03-28","FRGUI","","1445.19","15.01","35998","35931","","","0","LARGE","6764","1986","26","B","Y","BRAZILSAT 2","1986-026B","16650"
"1986-027A","16667","PAYLOAD","COSMOS 1738","CIS","1986-04-04","TTMTR","","1434.89","14.51","35813","35713","","","0","LARGE","6765","1986","27","A","Y","COSMOS 1738","1986-027A","16667"
"1986-044A","16769","PAYLOAD","GORIZONT 12","CIS","1986-06-10","TTMTR","","1435.21","14.05","35795","35743","","","0","LARGE","6764","1986","44","A","Y","GORIZONT 12","1986-044A","16769"
"1986-090D","17125","ROCKET BODY","SL-12 R/B(2)","CIS","1986-11-18","TTMTR","","1437.19","14.17","35833","35783","","","0","LARGE","6765","1986","90","D","Y","SL-12 R/B(2)","1986-090D","17125"
"1987-022A","17561","PAYLOAD","GOES 7","US","1987-02-26","AFETR","","1441.32","15.06","35920","35857","","","0","LARGE","6765","1987","22","A","Y","GOES 7","1987-022A","17561"
"1987-028D","17705","ROCKET BODY","SL-12 R/B(2)","CIS","1987-03-19","TTMTR","","1441.98","15.09","36014","35789","","","0","LARGE","6765","1987","28","D","Y","SL-12 R/B(2)","1987-028D","17705"
"1987-029A","17706","PAYLOAD","AGILA 1 (PALAPA B2P)","RP","1987-03-20","AFETR","","1441.19","15.12","35916","35856","","","0","LARGE","6765","1987","29","A","Y","AGILA 1 (PALAPA B2P)","1987-029A","17706"
"1976-092F","17872","ROCKET BODY","SL-12 R/B(2)","CIS","1976-09-11","TTMTR","","1435.37","10.11","35830","35715","","","0","LARGE","6762","1976","92","F","Y","SL-12 R/B(2)","1976-092F","17872"
"1979-035E","17873","ROCKET BODY","SL-12 R/B(2)","CIS","1979-04-25","TTMTR","","1437.27","11.61","35917","35702","","","0","LARGE","6763","1979","35","E","Y","SL-12 R/B(2)","1979-035E","17873"
"1984-016F","17874","ROCKET BODY","SL-12 R/B(2)","CIS","1984-02-15","TTMTR","","1436.87","13.47","35945","35659","","","0","LARGE","6764","1984","16","F","Y","SL-12 R/B(2)","1984-016F","17874"
"1979-087C","17939","ROCKET BODY","SL-12 R/B(2)","CIS","1979-10-03","TTMTR","","1433.20","11.66","35921","35539","","","0","LARGE","6765","1979","87","C","Y","SL-12 R/B(2)","1979-087C","17939"
"1987-070A","18316","PAYLOAD","KIKU 5 (ETS 5)","JPN","1987-08-27","TNSTA","","1449.69","15.23","36095","36010","","","0","LARGE","6765","1987","70","A","Y","KIKU 5 (ETS 5)","1987-070A","18316"
"1987-084A","18384","PAYLOAD","COSMOS 1888","CIS","1987-10-01","TTMTR","","1434.56","14.29","35772","35741","","","0","LARGE","6764","1987","84","A","Y","COSMOS 1888","1987-084A","18384"
"1987-084D","18387","ROCKET BODY","SL-12 R/B(2)","CIS","1987-10-01","TTMTR","","1439.29","14.39","35958","35740","","","0","LARGE","6765","1987","84","D","Y","SL-12 R/B(2)","1987-084D","18387"
"1987-091A","18443","PAYLOAD","COSMOS 1894","CIS","1987-10-28","TTMTR","","1436.90","14.29","35831","35773","","","0","LARGE","6765","1987","91","A","Y","COSMOS 1894","1987-091A","18443"
"1987-091D","18446","ROCKET BODY","SL-12 R/B(2)","CIS","1987-10-28","TTMTR","","1437.69","14.31","35897","35738","","","0","LARGE","6765","1987","91","D","Y","SL-12 R/B(2)","1987-091D","18446"
"1987-096A","18575","PAYLOAD","COSMOS 1897","CIS","1987-11-26","TTMTR","","1436.64","14.42","35822","35773","","","0","LARGE","6765","1987","96","A","Y","COSMOS 1897","1987-096A","18575"
"1987-096D","18578","ROCKET BODY","SL-12 R/B(2)","CIS","1987-11-26","TTMTR","","1432.03","14.27","35787","35627","","","0","LARGE","6763","1987","96","D","Y","SL-12 R/B(2)","1987-096D","18578"
"1987-100A","18631","PAYLOAD","RADUGA 21","CIS","1987-12-10","TTMTR","","1437.30","14.82","35823","35797","","","0","LARGE","6765","1987","100","A","Y","RADUGA 21","1987-100A","18631"
"1988-014A","18922","PAYLOAD","STTW-2","PRC","1988-03-07","XSC","","1436.54","15.11","35805","35786","","","0","LARGE","6761","1988","14","A","Y","STTW-2","1988-014A","18922"
"1988-018A","18951","PAYLOAD","SPACENET 3R","US","1988-03-11","FRGUI","","1444.94","13.99","35986","35933","","","0","LARGE","6764","1988","18","A","Y","SPACENET 3R","1988-018A","18951"
"1988-034A","19073","PAYLOAD","COSMOS 1940","CIS","1988-04-26","TTMTR","","1430.49","14.36","35760","35594","","","0","LARGE","6764","1988","34","A","Y","COSMOS 1940","1988-034A","19073"
"1988-034D","19076","ROCKET BODY","SL-12 R/B(2)","CIS","1988-04-26","TTMTR","","1438.89","14.59","35925","35757","","","0","LARGE","6762","1988","34","D","Y","SL-12 R/B(2)","1988-034D","19076"
"1988-051C","19217","PAYLOAD","PAS 1","US","1988-06-15","FRGUI","","1448.76","13.26","36068","36000","","","0","LARGE","6765","1988","51","C","Y","PAS 1","1988-051C","19217"
"1988-063A","19330","PAYLOAD","INSAT 1C","IND","1988-07-21","FRGUI","","1435.48","14.61","35783","35766","","","0","LARGE","6762","1988","63","A","Y","INSAT 1C","1988-063A","19330"
"1988-066A","19344","PAYLOAD","COSMOS 1961","CIS","1988-08-01","TTMTR","","1436.15","14.55","35802","35774","","","0","LARGE","6764","1988","66","A","Y","COSMOS 1961","1988-066A","19344"
"1988-071A","19397","PAYLOAD","GORIZONT 16","CIS","1988-08-18","TTMTR","","1440.39","14.62","35936","35805","","","0","LARGE","6764","1988","71","A","Y","GORIZONT 16","1988-071A","19397"
"1988-071D","19400","ROCKET BODY","SL-12 R/B(2)","CIS","1988-08-18","TTMTR","","1432.13","14.40","35775","35642","","","0","LARGE","6765","1988","71","D","Y","SL-12 R/B(2)","1988-071D","19400"
"1988-081A","19483","PAYLOAD","GSTAR 3","US","1988-09-08","FRGUI","","1436.08","15.22","35792","35780","","","0","LARGE","6765","1988","81","A","Y","GSTAR 3","1988-081A","19483"
"1988-081B","19484","PAYLOAD","SBS 5","US","1988-09-08","FRGUI","","1443.06","13.74","35970","35876","","","0","LARGE","6765","1988","81","B","Y","SBS 5","1988-081B","19484"
"1988-091B","19548","PAYLOAD","TDRS 3","US","1988-09-29","AFETR","","1436.00","14.40","35943","35626","","","0","LARGE","6765","1988","91","B","Y","TDRS 3","1988-091B","19548"
"1988-091D","19550","ROCKET BODY","IUS R/B(2)","US","1988-09-29","AFETR","","1433.40","15.07","35815","35653","","","0","LARGE","6764","1988","91","D","Y","IUS R/B(2)","1988-091D","19550"
"1988-095A","19596","PAYLOAD","RADUGA 22","CIS","1988-10-20","TTMTR","","1435.53","14.58","35780","35771","","","0","LARGE","6765","1988","95","A","Y","RADUGA 22","1988-095A","19596"
"1988-109A","19687","PAYLOAD","SKYNET 4B","UK","1988-12-11","FRGUI","","1444.60","15.31","35990","35915","","","0","LARGE","6765","1988","109","A","Y","SKYNET 4B","1988-109A","19687"
"1988-111A","19710","PAYLOAD","STTW-3","PRC","1988-12-22","XSC","","1437.16","15.13","35814","35800","","","0","LARGE","6763","1988","111","A","Y","STTW-3","1988-111A","19710"
"1989-020A","19874","PAYLOAD","JCSAT 1","JPN","1989-03-06","FRGUI","","1446.71","14.95","36006","35982","","","0","LARGE","6765","1989","20","A","Y","JCSAT 1","1989-020A","19874"
"1989-021D","19913","ROCKET BODY","IUS R/B(2)","US","1989-03-13","AFETR","","1431.16","12.87","35778","35601","","","0","LARGE","6764","1989","21","D","Y","IUS R/B(2)","1989-021D","19913"
"1989-030A","19928","PAYLOAD","RADUGA 23","CIS","1989-04-14","TTMTR","","1437.12","14.62","35872","35741","","","0","LARGE","6765","1989","30","A","Y","RADUGA 23","1989-030A","19928"
"1989-041A","20040","PAYLOAD","SUPERBIRD A","JPN","1989-06-05","FRGUI","","1443.60","14.97","35978","35888","","","0","LARGE","6765","1989","41","A","Y","SUPERBIRD A","1989-041A","20040"
"1989-041B","20041","PAYLOAD","DFS 1","GER","1989-06-05","FRGUI","","1430.52","14.93","35752","35603","","","0","LARGE","6765","1989","41","B","Y","DFS 1","1989-041B","20041"
"1989-052A","20107","PAYLOAD","GORIZONT 18","CIS","1989-07-05","TTMTR","","1448.66","14.96","36202","35862","","","0","LARGE","6765","1989","52","A","Y","GORIZONT 18","1989-052A","20107"
"1989-062A","20168","PAYLOAD","TVSAT 2","GER","1989-08-08","FRGUI","","1442.31","14.47","35935","35882","","","0","LARGE","6765","1989","62","A","Y","TVSAT 2","1989-062A","20168"
"1989-081A","20263","PAYLOAD","GORIZONT 19","CIS","1989-09-28","TTMTR","","1436.80","14.72","35829","35772","","","0","LARGE","6764","1989","81","A","Y","GORIZONT 19","1989-081A","20263"
"1989-081D","20266","ROCKET BODY","SL-12 R/B(2)","CIS","1989-09-28","TTMTR","","1431.19","14.57","35799","35582","","","0","LARGE","6764","1989","81","D","Y","SL-12 R/B(2)","1989-081D","20266"
"1989-098A","20367","PAYLOAD","RADUGA 24","CIS","1989-12-15","TTMTR","","1435.37","15.07","35791","35754","","","0","LARGE","6764","1989","98","A","Y","RADUGA 24","1989-098A","20367"
"1989-101A","20391","PAYLOAD","COSMOS 2054","CIS","1989-12-27","TTMTR","","1435.34","14.78","35790","35754","","","0","LARGE","6764","1989","101","A","Y","COSMOS 2054","1989-101A","20391"
"1990-002B","20410","PAYLOAD","LEASAT 5","US","1990-01-09","AFETR","","1445.93","11.79","36010","35948","","","0","LARGE","6764","1990","2","B","Y","LEASAT 5","1990-002B","20410"
"1990-011A","20473","PAYLOAD","STTW-4","PRC","1990-02-04","XSC","","1436.15","15.13","35798","35778","","","0","LARGE","6764","1990","11","A","Y","STTW-4","1990-011A","20473"
"1990-016A","20499","PAYLOAD","RADUGA 25","CIS","1990-02-15","TTMTR","","1437.22","14.80","35823","35795","","","0","LARGE","6765","1990","16","A","Y","RADUGA 25","1990-016A","20499"
"1990-016D","20502","ROCKET BODY","SL-12 R/B(2)","CIS","1990-02-15","TTMTR","","1439.42","14.90","36008","35695","","","0","LARGE","6765","1990","16","D","Y","SL-12 R/B(2)","1990-016D","20502"
"1990-021A","20523","PAYLOAD","INTELSAT 603","ITSO","1990-03-14","AFETR","","1447.48","12.18","36042","35976","","","0","LARGE","6765","1990","21","A","Y","INTELSAT 603","1990-021A","20523"
"1990-034A","20570","PAYLOAD","NEWSAT-1 (PALAPA B2R)","US","1990-04-13","AFETR","","1446.81","13.63","36021","35971","","","0","MEDIUM","6765","1990","34","A","Y","NEWSAT-1 (PALAPA B2R)","1990-034A","20570"
"1990-051A","20643","PAYLOAD","INSAT 1D","IND","1990-06-12","AFETR","","1436.24","14.61","35834","35744","","","0","LARGE","6764","1990","51","A","Y","INSAT 1D","1990-051A","20643"
"1990-054A","20659","PAYLOAD","GORIZONT 20","CIS","1990-06-20","TTMTR","","1436.79","14.99","35813","35787","","","0","LARGE","6757","1990","54","A","Y","GORIZONT 20","1990-054A","20659"
"1990-054D","20662","ROCKET BODY","SL-12 R/B(2)","CIS","1990-06-20","TTMTR","","1432.91","14.88","35789","35660","","","0","LARGE","6765","1990","54","D","Y","SL-12 R/B(2)","1990-054D","20662"
"1990-061A","20693","PAYLOAD","COSMOS 2085","CIS","1990-07-18","TTMTR","","1435.91","14.94","35797","35769","","","0","MEDIUM","6764","1990","61","A","Y","COSMOS 2085","1990-061A","20693"
"1990-061D","20696","ROCKET BODY","SL-12 R/B(2)","CIS","1990-07-18","TTMTR","","1437.08","14.91","35928","35684","","","0","LARGE","6765","1990","61","D","Y","SL-12 R/B(2)","1990-061D","20696"
"1990-063B","20706","PAYLOAD","DFS 2","GER","1990-07-24","FRGUI","","1446.55","13.38","36030","35952","","","0","LARGE","6765","1990","63","B","Y","DFS 2","1990-063B","20706"
"1990-079A","20776","PAYLOAD","SKYNET 4C","UK","1990-08-30","FRGUI","","1436.04","13.97","35798","35773","","","0","LARGE","6765","1990","79","A","Y","SKYNET 4C","1990-079A","20776"
"1990-079B","20777","PAYLOAD","EUTELSAT 2-F1","EUTE","1990-08-30","FRGUI","","1449.47","14.40","36080","36016","","","0","LARGE","6765","1990","79","B","Y","EUTELSAT 2-F1","1990-079B","20777"
"1977-048G","20799","ROCKET BODY","GOES 2 AKM","US","1977-06-16","AFETR","","1431.65","10.63","36644","34755","","","0","MEDIUM","6765","1977","48","G","Y","GOES 2 AKM","1977-048G","20799"
"1989-020E","20800","ROCKET BODY","METEOSAT 4 AKM","ESA","1989-03-06","FRGUI","","1433.84","13.95","36275","35210","","","0","MEDIUM","6764","1989","20","E","Y","METEOSAT 4 AKM","1989-020E","20800"
"1978-062D","20801","ROCKET BODY","GOES 3 AKM","US","1978-06-16","AFETR","","1447.54","12.78","36501","35519","","","0","MEDIUM","6765","1978","62","D","Y","GOES 3 AKM","1978-062D","20801"
"1974-060F","20836","ROCKET BODY","SL-12 R/B(2)","CIS","1974-07-29","TTMTR","","1436.43","8.11","35856","35730","","","0","LARGE","6765","1974","60","F","Y","SL-12 R/B(2)","1974-060F","20836"
"1981-057F","20837","ROCKET BODY","METEOSAT 2 AKM (MAGE 1)","ESA","1981-06-19","FRGUI","","1449.22","13.33","36343","35743","","","0","LARGE","6762","1981","57","F","Y","METEOSAT 2 AKM (MAGE 1)","1981-057F","20837"
"1990-091B","20873","PAYLOAD","GALAXY 6","US","1990-10-12","FRGUI","","1443.54","12.09","35956","35909","","","0","LARGE","6765","1990","91","B","Y","GALAXY 6","1990-091B","20873"
"1990-094A","20923","PAYLOAD","GORIZONT 21","CIS","1990-11-03","TTMTR","","1436.56","14.95","35819","35772","","","0","LARGE","6765","1990","94","A","Y","GORIZONT 21","1990-094A","20923"
"1990-102A","20953","PAYLOAD","GORIZONT 22","CIS","1990-11-23","TTMTR","","1435.95","14.90","35817","35750","","","0","LARGE","6765","1990","102","A","Y","GORIZONT 22","1990-102A","20953"
"1990-112A","21016","PAYLOAD","RADUGA 26","CIS","1990-12-20","TTMTR","","1435.84","14.93","35805","35758","","","0","LARGE","6765","1990","112","A","Y","RADUGA 26","1990-112A","21016"
"1990-112D","21019","ROCKET BODY","SL-12 R/B(2)","CIS","1990-12-20","TTMTR","","1439.73","14.98","35952","35764","","","0","LARGE","6765","1990","112","D","Y","SL-12 R/B(2)","1990-112D","21019"
"1990-116A","21038","PAYLOAD","RADUGA 1-2","CIS","1990-12-27","TTMTR","","1435.27","14.96","35793","35748","","","0","LARGE","6765","1990","116","A","Y","RADUGA 1-2","1990-116A","21038"
"1991-003A","21055","PAYLOAD","ITALSAT 1","IT","1991-01-15","FRGUI","","1440.44","14.87","35937","35807","","","0","LARGE","6765","1991","3","A","Y","ITALSAT 1","1991-003A","21055"
"1991-010A","21111","PAYLOAD","COSMOS 2133","CIS","1991-02-14","TTMTR","","1436.16","14.75","35794","35782","","","0","LARGE","6764","1991","10","A","Y","COSMOS 2133","1991-010A","21111"
"1991-010F","21129","ROCKET BODY","SL-12 R/B(2)","CIS","1991-02-14","TTMTR","","1437.88","14.72","35880","35763","","","0","LARGE","6763","1991","10","F","Y","SL-12 R/B(2)","1991-010F","21129"
"1991-014A","21132","PAYLOAD","RADUGA 27","CIS","1991-02-28","TTMTR","","1437.57","15.48","35834","35797","","","0","LARGE","6764","1991","14","A","Y","RADUGA 27","1991-014A","21132"
"1991-028A","21227","PAYLOAD","SPACENET 4 (ASC 2)","US","1991-04-13","AFETR","","1446.17","11.37","36026","35941","","","0","LARGE","6761","1991","28","A","Y","SPACENET 4 (ASC 2)","1991-028A","21227"
"1991-054B","21639","PAYLOAD","TDRS 5","US","1991-08-02","AFETR","","1436.20","14.63","35878","35699","","","0","LARGE","6765","1991","54","B","Y","TDRS 5","1991-054B","21639"
"1991-054D","21641","ROCKET BODY","IUS R/B(2)","US","1991-08-02","AFETR","","1435.56","16.27","35942","35610","","","0","LARGE","6764","1991","54","D","Y","IUS R/B(2)","1991-054D","21641"
"1991-055A","21653","PAYLOAD","INTELSAT 605","ITSO","1991-08-14","FRGUI","","1449.77","10.76","36076","36032","","","0","LARGE","6764","1991","55","A","Y","INTELSAT 605","1991-055A","21653"
"1991-064A","21702","PAYLOAD","COSMOS 2155","CIS","1991-09-13","TTMTR","","1435.92","15.03","35807","35759","","","0","LARGE","6765","1991","64","A","Y","COSMOS 2155","1991-064A","21702"
"1991-064B","21703","ROCKET BODY","SL-12 R/B(2)","CIS","1991-09-13","TTMTR","","1441.40","15.16","35920","35860","","","0","LARGE","6763","1991","64","B","Y","SL-12 R/B(2)","1991-064B","21703"
"1991-074D","21762","ROCKET BODY","SL-12 R/B(2)","CIS","1991-10-23","TTMTR","","1444.35","15.12","35961","35935","","","0","LARGE","6763","1991","74","D","Y","SL-12 R/B(2)","1991-074D","21762"
"1991-075A","21765","PAYLOAD","INTELSAT 601","ITSO","1991-10-29","FRGUI","","1445.85","10.67","36007","35947","","","0","LARGE","6765","1991","75","A","Y","INTELSAT 601","1991-075A","21765"
"1991-079A","21789","PAYLOAD","COSMOS 2172","CIS","1991-11-22","TTMTR","","1435.51","15.02","35812","35738","","","0","LARGE","6764","1991","79","A","Y","COSMOS 2172","1991-079A","21789"
"1991-087A","21821","PAYLOAD","RADUGA 28","CIS","1991-12-19","TTMTR","","1435.10","15.05","35774","35760","","","0","LARGE","6765","1991","87","A","Y","RADUGA 28","1991-087A","21821"
"1991-015E","21904","ROCKET BODY","METEOSAT 5 AKM","ESA","1991-03-02","FRGUI","","1438.31","14.37","36478","35182","","","0","MEDIUM","6765","1991","15","E","Y","METEOSAT 5 AKM","1991-015E","21904"
"1992-017A","21922","PAYLOAD","GORIZONT 25","CIS","1992-04-02","TTMTR","","1442.22","15.04","36014","35799","","","0","LARGE","6765","1992","17","A","Y","GORIZONT 25","1992-017A","21922"
"1992-021A","21939","PAYLOAD","TELECOM 2B","FR","1992-04-15","FRGUI","","1446.88","13.35","36030","35965","","","0","LARGE","6765","1992","21","A","Y","TELECOM 2B","1992-021A","21939"
"1992-027A","21964","PAYLOAD","PALAPA B4","INDO","1992-05-14","AFETR","","1441.03","10.49","35911","35855","","","0","LARGE","6765","1992","27","A","Y","PALAPA B4","1992-027A","21964"
"1992-041A","22027","PAYLOAD","INSAT 2A","IND","1992-07-09","FRGUI","","1437.55","14.76","35857","35773","","","0","LARGE","6764","1992","41","A","Y","INSAT 2A","1992-041A","22027"
"1992-059A","22112","PAYLOAD","COSMOS 2209","CIS","1992-09-10","TTMTR","","1437.10","15.05","35862","35750","","","0","LARGE","6764","1992","59","A","Y","COSMOS 2209","1992-059A","22112"
"1992-059D","22115","ROCKET BODY","SL-12 R/B(2)","CIS","1992-09-10","TTMTR","","1442.95","15.20","35985","35857","","","0","LARGE","6765","1992","59","D","Y","SL-12 R/B(2)","1992-059D","22115"
"1992-060A","22116","PAYLOAD","HISPASAT 1A","SPN","1992-09-10","FRGUI","","1449.94","12.21","36104","36011","","","0","LARGE","6764","1992","60","A","Y","HISPASAT 1A","1992-060A","22116"
"1992-066A","22175","PAYLOAD","HELLAS SAT 1 (DFS 3)","GREC","1992-10-12","AFETR","","1443.86","12.65","35954","35923","","","0","LARGE","6765","1992","66","A","Y","HELLAS SAT 1 (DFS 3)","1992-066A","22175"
"1992-072A","22205","PAYLOAD","GALAXY 7","US","1992-10-28","FRGUI","","1444.28","13.37","35990","35903","","","0","LARGE","6763","1992","72","A","Y","GALAXY 7","1992-072A","22205"
"1992-074A","22210","PAYLOAD","EKRAN 20","CIS","1992-10-30","TTMTR","","1436.79","14.96","35806","35795","","","0","LARGE","6763","1992","74","A","Y","EKRAN 20","1992-074A","22210"
"1992-082A","22245","PAYLOAD","GORIZONT 27","CIS","1992-11-27","TTMTR","","1436.85","15.02","35873","35730","","","0","LARGE","6765","1992","82","A","Y","GORIZONT 27","1992-082A","22245"
"1984-080E","22266","ROCKET BODY","HIMAWARI 3 AKM","JPN","1984-08-02","TNSTA","","1443.58","14.00","36495","35371","","","0","MEDIUM","6765","1984","80","E","Y","HIMAWARI 3 AKM","1984-080E","22266"
"1992-088A","22269","PAYLOAD","COSMOS 2224","CIS","1992-12-17","TTMTR","","1436.51","14.48","35824","35765","","","0","LARGE","6764","1992","88","A","Y","COSMOS 2224","1992-088A","22269"
"1992-088D","22272","ROCKET BODY","SL-12 R/B(2)","CIS","1992-12-17","TTMTR","","1439.02","14.53","35869","35819","","","0","LARGE","6765","1992","88","D","Y","SL-12 R/B(2)","1992-088D","22272"
"1993-003B","22314","PAYLOAD","TDRS 6","US","1993-01-13","AFETR","","1436.20","14.21","35815","35762","","","0","LARGE","6765","1993","3","B","Y","TDRS 6","1993-003B","22314"
"1993-003D","22316","ROCKET BODY","IUS R/B(2)","US","1993-01-13","AFETR","","1438.39","13.35","36111","35552","","","0","LARGE","6764","1993","3","D","Y","IUS R/B(2)","1993-003D","22316"
"1993-013A","22557","PAYLOAD","RADUGA 29","CIS","1993-03-25","TTMTR","","1436.18","14.99","35800","35776","","","0","LARGE","6764","1993","13","A","Y","RADUGA 29","1993-013A","22557"
"1993-039A","22694","PAYLOAD","HGS 4 (GALAXY 4)","US","1993-06-25","FRGUI","","1436.02","14.43","35850","35720","","","0","LARGE","6763","1993","39","A","Y","HGS 4 (GALAXY 4)","1993-039A","22694"
"1993-048A","22723","PAYLOAD","HISPASAT 1B","SPN","1993-07-22","FRGUI","","1443.90","11.44","35987","35892","","","0","LARGE","6764","1993","48","A","Y","HISPASAT 1B","1993-048A","22723"
"1993-048B","22724","PAYLOAD","INSAT 2B","IND","1993-07-22","FRGUI","","1440.22","13.39","35921","35814","","","0","LARGE","6764","1993","48","B","Y","INSAT 2B","1993-048B","22724"
"1993-058B","22796","PAYLOAD","ACTS","US","1993-09-12","AFETR","","1436.08","14.37","35915","35658","","","0","LARGE","6765","1993","58","B","Y","ACTS","1993-058B","22796"
"1993-062A","22836","PAYLOAD","RADUGA 30","CIS","1993-09-30","TTMTR","","1436.17","14.92","35820","35756","","","0","MEDIUM","6761","1993","62","A","Y","RADUGA 30","1993-062A","22836"
"1993-062D","22839","ROCKET BODY","SL-12 R/B(2)","CIS","1993-09-30","TTMTR","","1435.95","14.89","35832","35735","","","0","LARGE","6765","1993","62","D","Y","SL-12 R/B(2)","1993-062D","22839"
